From Date,To Date,Number of Trades,PnL,Sharpe Ratio,Max Drawdown (%),Profitable Trades (%)
2020-01-01,2020-12-31,10,5.388412017167382,2.0843765469723907,-0.6403020513020123,0.4
2021-01-01,2021-12-31,7,2.808446455505279,0.6437391139196905,-1.8622372931882545,0.42857142857142855
2020-01-01,2021-12-31,17,3.946394729717534,1.60023671353363,-1.8622372931882545,0.4117647058823529
