Date,Price,Free Capital,Held Positions,Invested Capital,Daily Returns,Drawdown
2021-11-26,9460.0,3212.5,1,9460.0,-0.026240971261718204,-7.310561732007022
2021-11-29,9577.5,12790.0,0,0.0,0.009272045768396131,-6.451141018139263
2021-11-30,9442.5,12790.0,0,0.0,0.0,-6.451141018139263
2021-12-01,9444.0,12790.0,0,0.0,0.0,-6.451141018139263
2021-12-02,9496.0,12790.0,0,0.0,0.0,-6.451141018139263
2021-12-03,9418.0,12790.0,0,0.0,0.0,-6.451141018139263
2021-12-06,9505.0,12790.0,0,0.0,0.0,-6.451141018139263
2021-12-07,9595.0,12790.0,0,0.0,0.0,-6.451141018139263
2021-12-08,9652.5,12790.0,0,0.0,0.0,-6.451141018139263
2021-12-09,9534.5,12790.0,0,0.0,0.0,-6.451141018139263
2021-12-10,9506.5,12790.0,0,0.0,0.0,-6.451141018139263
2021-12-13,9447.5,12790.0,0,0.0,0.0,-6.451141018139263
2021-12-14,9412.0,12790.0,0,0.0,0.0,-6.451141018139263
2021-12-15,9199.5,12790.0,0,0.0,0.0,-6.451141018139263
2021-12-16,9507.5,12790.0,0,0.0,0.0,-6.451141018139263
2021-12-17,9437.5,12790.0,0,0.0,0.0,-6.451141018139263
2021-12-20,9446.5,12790.0,0,0.0,0.0,-6.451141018139263
2021-12-21,9534.0,12790.0,0,0.0,0.0,-6.451141018139263
2021-12-22,9607.0,12790.0,0,0.0,0.0,-6.451141018139263
2021-12-23,9612.0,12790.0,0,0.0,0.0,-6.451141018139263
2021-12-24,9568.0,12790.0,0,0.0,0.0,-6.451141018139263
2021-12-27,9568.0,12790.0,0,0.0,0.0,-6.451141018139263
2021-12-28,9568.0,12790.0,0,0.0,0.0,-6.451141018139263
2021-12-29,9680.5,12790.0,0,0.0,0.0,-6.451141018139263
2021-12-30,9691.5,12790.0,0,0.0,0.0,-6.451141018139263
2021-12-31,9720.5,12790.0,0,0.0,0.0,-6.451141018139263
